"Subject","Condition","Stimulus","Unpleasantness","Intensity"
47,"Other","Low",12,NA
47,"Other","Low",8,NA
47,"Other","Low",14,NA
47,"Other","Low",11,NA
47,"Other","Low",19,NA
47,"Other","Low",6,NA
47,"Other","Low",16,NA
47,"Other","Low",22,NA
49,"Self","High",23,45
49,"Self","High",18,65
49,"Self","High",22,84
49,"Self","High",21,65
49,"Self","High",15,53
49,"Self","High",23,72
49,"Self","High",16,53
49,"Self","High",16,63
49,"Self","High",14,62
49,"Self","High",22,64
50,"Self","High",55,50
50,"Self","High",52,48
50,"Self","High",49,64
50,"Self","High",47,58
50,"Self","High",68,63
50,"Self","High",60,53
50,"Self","High",61,58
50,"Self","High",42,48
50,"Self","High",59,48
50,"Self","High",59,70
51,"Self","High",5,6
51,"Self","High",15,17
51,"Self","High",2,12
51,"Self","High",17,21
51,"Self","High",23,28
51,"Self","High",18,29
51,"Self","High",13,24
51,"Self","High",19,27
51,"Self","High",20,30
51,"Self","High",24,36
52,"Self","High",49,48
52,"Self","High",65,61
52,"Self","High",57,55
52,"Self","High",57,58
52,"Self","High",50,54
52,"Self","High",58,54
52,"Self","High",45,53
52,"Self","High",71,52
52,"Self","High",61,65
52,"Self","High",67,64
53,"Self","High",77,81
53,"Self","High",65,81
53,"Self","High",54,70
53,"Self","High",51,72
53,"Self","High",53,75
53,"Self","High",30,54
53,"Self","High",13,64
53,"Self","High",9,56
53,"Self","High",7,35
53,"Self","High",31,62
54,"Self","High",68,79
54,"Self","High",76,80
54,"Self","High",76,75
54,"Self","High",66,79
54,"Self","High",72,74
54,"Self","High",8,46
54,"Self","High",20,48
54,"Self","High",15,44
54,"Self","High",15,49
54,"Self","High",19,51
55,"Self","High",36,49
55,"Self","High",29,55
55,"Self","High",43,59
55,"Self","High",31,43
55,"Self","High",38,55
55,"Self","High",29,50
55,"Self","High",43,57
55,"Self","High",47,58
55,"Self","High",42,55
55,"Self","High",46,65
56,"Self","High",16,29
56,"Self","High",24,39
56,"Self","High",26,43
56,"Self","High",31,46
56,"Self","High",28,40
56,"Self","High",31,48
56,"Self","High",20,38
56,"Self","High",21,31
56,"Self","High",28,44
56,"Self","High",39,49
57,"Self","High",23,27
57,"Self","High",42,51
57,"Self","High",47,58
57,"Self","High",36,43
57,"Self","High",55,60
57,"Self","High",43,50
57,"Self","High",45,58
57,"Self","High",53,63
57,"Self","High",51,62
57,"Self","High",52,64
58,"Self","High",22,61
58,"Self","High",7,42
58,"Self","High",7,65
58,"Self","High",0,53
58,"Self","High",0,60
58,"Self","High",0,61
58,"Self","High",0,56
58,"Self","High",0,59
58,"Self","High",0,63
58,"Self","High",0,73
59,"Self","High",22,76
59,"Self","High",27,75
59,"Self","High",40,78
59,"Self","High",31,70
59,"Self","High",54,77
59,"Self","High",25,0
59,"Self","High",35,77
59,"Self","High",34,66
59,"Self","High",35,71
59,"Self","High",30,80
60,"Self","High",17,24
60,"Self","High",22,49
60,"Self","High",16,47
60,"Self","High",13,53
60,"Self","High",51,52
60,"Self","High",38,57
60,"Self","High",49,67
60,"Self","High",60,74
60,"Self","High",83,65
60,"Self","High",66,69
61,"Self","High",36,25
61,"Self","High",47,53
61,"Self","High",49,47
61,"Self","High",43,59
61,"Self","High",51,52
61,"Self","High",56,59
61,"Self","High",82,62
61,"Self","High",80,49
61,"Self","High",74,55
61,"Self","High",75,73
62,"Self","High",0,66
62,"Self","High",12,76
62,"Self","High",16,75
62,"Self","High",17,79
62,"Self","High",24,76
62,"Self","High",16,75
62,"Self","High",24,78
62,"Self","High",28,74
62,"Self","High",16,79
62,"Self","High",30,74
63,"Self","High",68,68
63,"Self","High",65,59
63,"Self","High",94,64
63,"Self","High",48,68
63,"Self","High",90,72
63,"Self","High",54,55
63,"Self","High",65,54
63,"Self","High",66,65
63,"Self","High",73,42
63,"Self","High",76,57
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
64,"Self","High",NA,NA
65,"Self","High",67,76
65,"Self","High",71,77
65,"Self","High",71,81
65,"Self","High",79,79
65,"Self","High",73,82
65,"Self","High",80,81
65,"Self","High",85,77
65,"Self","High",70,83
65,"Self","High",67,73
65,"Self","High",64,68
66,"Self","High",51,41
66,"Self","High",41,33
66,"Self","High",37,24
66,"Self","High",43,38
66,"Self","High",39,27
66,"Self","High",30,27
66,"Self","High",37,30
66,"Self","High",30,24
66,"Self","High",15,9
66,"Self","High",31,27
67,"Self","High",48,58
67,"Self","High",32,38
67,"Self","High",27,45
67,"Self","High",26,44
67,"Self","High",48,51
67,"Self","High",55,61
67,"Self","High",49,45
67,"Self","High",26,52
67,"Self","High",67,58
67,"Self","High",69,62
68,"Self","High",48,67
68,"Self","High",50,72
68,"Self","High",45,65
68,"Self","High",77,76
68,"Self","High",74,76
68,"Self","High",64,80
68,"Self","High",39,68
68,"Self","High",62,74
68,"Self","High",63,69
68,"Self","High",49,66
69,"Self","High",15,49
69,"Self","High",13,27
69,"Self","High",24,48
69,"Self","High",14,35
69,"Self","High",16,40
69,"Self","High",31,55
69,"Self","High",33,49
69,"Self","High",30,61
69,"Self","High",22,59
69,"Self","High",43,70
70,"Self","High",24,38
70,"Self","High",24,31
70,"Self","High",41,50
70,"Self","High",35,46
70,"Self","High",39,50
70,"Self","High",41,42
70,"Self","High",26,29
70,"Self","High",38,51
70,"Self","High",41,32
70,"Self","High",53,48
71,"Self","High",28,71
71,"Self","High",34,77
71,"Self","High",29,64
71,"Self","High",32,63
71,"Self","High",31,70
71,"Self","High",9,32
71,"Self","High",19,57
71,"Self","High",41,73
71,"Self","High",44,69
71,"Self","High",37,70
72,"Self","High",0,43
72,"Self","High",0,37
72,"Self","High",0,48
72,"Self","High",0,34
72,"Self","High",0,55
72,"Self","High",0,35
72,"Self","High",0,50
72,"Self","High",0,65
72,"Self","High",0,48
72,"Self","High",0,59
73,"Self","High",47,56
73,"Self","High",48,61
73,"Self","High",52,59
73,"Self","High",57,63
73,"Self","High",0,69
73,"Self","High",69,73
73,"Self","High",69,72
73,"Self","High",61,75
73,"Self","High",56,76
73,"Self","High",68,69
74,"Self","High",13,68
74,"Self","High",26,59
74,"Self","High",40,48
74,"Self","High",36,67
74,"Self","High",70,50
74,"Self","High",14,49
74,"Self","High",52,58
74,"Self","High",61,56
74,"Self","High",49,55
74,"Self","High",84,54
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
75,"Self","High",NA,NA
76,"Self","High",14,14
76,"Self","High",7,4
76,"Self","High",4,6
76,"Self","High",5,5
76,"Self","High",16,9
76,"Self","High",0,18
76,"Self","High",14,17
76,"Self","High",7,15
76,"Self","High",21,18
76,"Self","High",17,19
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
77,"Self","High",NA,NA
78,"Self","High",56,52
78,"Self","High",51,69
78,"Self","High",87,84
78,"Self","High",50,66
78,"Self","High",51,73
78,"Self","High",30,57
78,"Self","High",42,68
78,"Self","High",26,54
78,"Self","High",15,55
78,"Self","High",11,56
79,"Self","High",0,20
79,"Self","High",0,31
79,"Self","High",31,65
79,"Self","High",15,29
79,"Self","High",0,18
79,"Self","High",0,12
79,"Self","High",0,7
79,"Self","High",0,17
79,"Self","High",0,12
79,"Self","High",0,12
80,"Self","High",74,73
80,"Self","High",76,78
80,"Self","High",81,72
80,"Self","High",75,75
80,"Self","High",75,71
80,"Self","High",74,73
80,"Self","High",78,75
80,"Self","High",75,73
80,"Self","High",77,80
80,"Self","High",76,79
81,"Self","High",36,56
81,"Self","High",34,43
81,"Self","High",34,45
81,"Self","High",24,42
81,"Self","High",34,43
81,"Self","High",28,43
81,"Self","High",27,25
81,"Self","High",30,47
81,"Self","High",39,43
81,"Self","High",46,45
82,"Self","High",61,73
82,"Self","High",60,72
82,"Self","High",53,73
82,"Self","High",66,78
82,"Self","High",75,68
82,"Self","High",60,77
82,"Self","High",51,74
82,"Self","High",71,77
82,"Self","High",73,80
82,"Self","High",83,80
83,"Self","High",45,43
83,"Self","High",19,40
83,"Self","High",39,36
83,"Self","High",50,48
83,"Self","High",51,57
83,"Self","High",NA,NA
83,"Self","High",NA,NA
83,"Self","High",NA,NA
83,"Self","High",NA,NA
83,"Self","High",NA,NA
84,"Self","High",5,27
84,"Self","High",12,24
84,"Self","High",6,6
84,"Self","High",13,17
84,"Self","High",23,21
84,"Self","High",26,28
84,"Self","High",30,36
84,"Self","High",41,35
84,"Self","High",38,25
84,"Self","High",34,39
85,"Self","High",74,64
85,"Self","High",71,82
85,"Self","High",56,84
85,"Self","High",81,87
85,"Self","High",87,90
85,"Self","High",86,84
85,"Self","High",80,85
85,"Self","High",76,84
85,"Self","High",65,77
85,"Self","High",75,87
86,"Self","High",0,71.5
86,"Self","High",0,70
86,"Self","High",21,68
86,"Self","High",16,74
86,"Self","High",0,78.5
86,"Self","High",21,50
86,"Self","High",0,50
86,"Self","High",13,50
86,"Self","High",10,50
86,"Self","High",13,50
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
48,"Other","High",NA,NA
49,"Other","High",76,NA
49,"Other","High",72,NA
49,"Other","High",76,NA
49,"Other","High",67,NA
49,"Other","High",58,NA
49,"Other","High",58,NA
49,"Other","High",49,NA
49,"Other","High",48,NA
49,"Other","High",65,NA
49,"Other","High",58,NA
50,"Other","High",0,NA
50,"Other","High",38,NA
50,"Other","High",54,NA
50,"Other","High",45,NA
50,"Other","High",44,NA
50,"Other","High",51,NA
50,"Other","High",61,NA
50,"Other","High",49,NA
50,"Other","High",53,NA
50,"Other","High",55,NA
51,"Other","High",2,NA
51,"Other","High",15,NA
51,"Other","High",17,NA
51,"Other","High",21,NA
51,"Other","High",26,NA
51,"Other","High",11,NA
51,"Other","High",19,NA
51,"Other","High",14,NA
51,"Other","High",22,NA
51,"Other","High",23,NA
52,"Other","High",12,NA
52,"Other","High",14,NA
52,"Other","High",9,NA
52,"Other","High",5,NA
52,"Other","High",2,NA
52,"Other","High",2,NA
52,"Other","High",0,NA
52,"Other","High",2,NA
52,"Other","High",10,NA
52,"Other","High",48,NA
53,"Other","High",49,NA
53,"Other","High",40,NA
53,"Other","High",61,NA
53,"Other","High",55,NA
53,"Other","High",56,NA
53,"Other","High",8,NA
53,"Other","High",12,NA
53,"Other","High",15,NA
53,"Other","High",8,NA
53,"Other","High",12,NA
54,"Other","High",55,NA
54,"Other","High",49,NA
54,"Other","High",37,NA
54,"Other","High",53,NA
54,"Other","High",53,NA
54,"Other","High",2,NA
54,"Other","High",16,NA
54,"Other","High",16,NA
54,"Other","High",5,NA
54,"Other","High",7,NA
55,"Other","High",25,NA
55,"Other","High",11,NA
55,"Other","High",16,NA
55,"Other","High",17,NA
55,"Other","High",13,NA
55,"Other","High",0,NA
55,"Other","High",12,NA
55,"Other","High",13,NA
55,"Other","High",21,NA
55,"Other","High",14,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
56,"Other","High",0,NA
57,"Other","High",18,NA
57,"Other","High",16,NA
57,"Other","High",27,NA
57,"Other","High",32,NA
57,"Other","High",24,NA
57,"Other","High",22,NA
57,"Other","High",21,NA
57,"Other","High",22,NA
57,"Other","High",27,NA
57,"Other","High",31,NA
58,"Other","High",24,NA
58,"Other","High",19,NA
58,"Other","High",6,NA
58,"Other","High",12,NA
58,"Other","High",7,NA
58,"Other","High",0,NA
58,"Other","High",0,NA
58,"Other","High",8,NA
58,"Other","High",0,NA
58,"Other","High",0,NA
59,"Other","High",13,NA
59,"Other","High",7,NA
59,"Other","High",17,NA
59,"Other","High",34,NA
59,"Other","High",38,NA
59,"Other","High",23,NA
59,"Other","High",14,NA
59,"Other","High",27,NA
59,"Other","High",28,NA
59,"Other","High",19,NA
60,"Other","High",11,NA
60,"Other","High",7,NA
60,"Other","High",13,NA
60,"Other","High",14,NA
60,"Other","High",0,NA
60,"Other","High",0,NA
60,"Other","High",10,NA
60,"Other","High",0,NA
60,"Other","High",15,NA
60,"Other","High",0,NA
61,"Other","High",16,NA
61,"Other","High",34,NA
61,"Other","High",26,NA
61,"Other","High",43,NA
61,"Other","High",38,NA
61,"Other","High",32,NA
61,"Other","High",36,NA
61,"Other","High",32,NA
61,"Other","High",20,NA
61,"Other","High",33,NA
62,"Other","High",14,NA
62,"Other","High",14,NA
62,"Other","High",22,NA
62,"Other","High",17,NA
62,"Other","High",19,NA
62,"Other","High",21,NA
62,"Other","High",20,NA
62,"Other","High",19,NA
62,"Other","High",15,NA
62,"Other","High",20,NA
63,"Other","High",73,NA
63,"Other","High",72,NA
63,"Other","High",86,NA
63,"Other","High",45,NA
63,"Other","High",69,NA
63,"Other","High",52,NA
63,"Other","High",55,NA
63,"Other","High",63,NA
63,"Other","High",77,NA
63,"Other","High",58,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
64,"Other","High",NA,NA
65,"Other","High",60,NA
65,"Other","High",67,NA
65,"Other","High",52,NA
65,"Other","High",61,NA
65,"Other","High",51,NA
65,"Other","High",52,NA
65,"Other","High",51,NA
65,"Other","High",61,NA
65,"Other","High",50,NA
65,"Other","High",55,NA
66,"Other","High",39,NA
66,"Other","High",27,NA
66,"Other","High",26,NA
66,"Other","High",29,NA
66,"Other","High",39,NA
66,"Other","High",20,NA
66,"Other","High",26,NA
66,"Other","High",30,NA
66,"Other","High",38,NA
66,"Other","High",31,NA
67,"Other","High",49,NA
67,"Other","High",55,NA
67,"Other","High",39,NA
67,"Other","High",32,NA
67,"Other","High",55,NA
67,"Other","High",51,NA
67,"Other","High",49,NA
67,"Other","High",55,NA
67,"Other","High",37,NA
67,"Other","High",50,NA
68,"Other","High",14,NA
68,"Other","High",38,NA
68,"Other","High",50,NA
68,"Other","High",53,NA
68,"Other","High",37,NA
68,"Other","High",52,NA
68,"Other","High",50,NA
68,"Other","High",44,NA
68,"Other","High",39,NA
68,"Other","High",55,NA
69,"Other","High",43,NA
69,"Other","High",38,NA
69,"Other","High",33,NA
69,"Other","High",33,NA
69,"Other","High",34,NA
69,"Other","High",24,NA
69,"Other","High",31,NA
69,"Other","High",24,NA
69,"Other","High",28,NA
69,"Other","High",38,NA
70,"Other","High",22,NA
70,"Other","High",13,NA
70,"Other","High",23,NA
70,"Other","High",37,NA
70,"Other","High",39,NA
70,"Other","High",31,NA
70,"Other","High",18,NA
70,"Other","High",19,NA
70,"Other","High",26,NA
70,"Other","High",17,NA
71,"Other","High",31,NA
71,"Other","High",40,NA
71,"Other","High",47,NA
71,"Other","High",37,NA
71,"Other","High",35,NA
71,"Other","High",36,NA
71,"Other","High",37,NA
71,"Other","High",26,NA
71,"Other","High",43,NA
71,"Other","High",31,NA
72,"Other","High",58,NA
72,"Other","High",56,NA
72,"Other","High",52,NA
72,"Other","High",61,NA
72,"Other","High",64,NA
72,"Other","High",49,NA
72,"Other","High",64,NA
72,"Other","High",46,NA
72,"Other","High",59,NA
72,"Other","High",48,NA
73,"Other","High",15,NA
73,"Other","High",16,NA
73,"Other","High",20,NA
73,"Other","High",18,NA
73,"Other","High",16,NA
73,"Other","High",21,NA
73,"Other","High",16,NA
73,"Other","High",15,NA
73,"Other","High",26,NA
73,"Other","High",16,NA
74,"Other","High",77,NA
74,"Other","High",94,NA
74,"Other","High",46,NA
74,"Other","High",67,NA
74,"Other","High",49,NA
74,"Other","High",40,NA
74,"Other","High",42,NA
74,"Other","High",32,NA
74,"Other","High",41,NA
74,"Other","High",49,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
75,"Other","High",NA,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",0,NA
76,"Other","High",4,NA
76,"Other","High",5,NA
76,"Other","High",0,NA
76,"Other","High",7,NA
76,"Other","High",0,NA
76,"Other","High",5,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
77,"Other","High",NA,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
78,"Other","High",9,NA
78,"Other","High",0,NA
78,"Other","High",0,NA
79,"Other","High",38,NA
79,"Other","High",31,NA
79,"Other","High",17,NA
79,"Other","High",0,NA
79,"Other","High",22,NA
79,"Other","High",21,NA
79,"Other","High",14,NA
79,"Other","High",25,NA
79,"Other","High",22,NA
79,"Other","High",0,NA
80,"Other","High",78,NA
80,"Other","High",78,NA
80,"Other","High",76,NA
80,"Other","High",80,NA
80,"Other","High",76,NA
80,"Other","High",80,NA
80,"Other","High",81,NA
80,"Other","High",74,NA
80,"Other","High",82,NA
80,"Other","High",79,NA
81,"Other","High",33,NA
81,"Other","High",29,NA
81,"Other","High",35,NA
81,"Other","High",28,NA
81,"Other","High",34,NA
81,"Other","High",26,NA
81,"Other","High",25,NA
81,"Other","High",26,NA
81,"Other","High",20,NA
81,"Other","High",24,NA
82,"Other","High",58,NA
82,"Other","High",59,NA
82,"Other","High",57,NA
82,"Other","High",58,NA
82,"Other","High",68,NA
82,"Other","High",61,NA
82,"Other","High",59,NA
82,"Other","High",62,NA
82,"Other","High",82,NA
82,"Other","High",77,NA
83,"Other","High",43,NA
83,"Other","High",41,NA
83,"Other","High",27,NA
83,"Other","High",42,NA
83,"Other","High",44,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
83,"Other","High",NA,NA
